ID,Category,Subcategory,Keywords,Context,Response,FollowUp,Emotion,ScoreWeight,CombineFlag
746,Humor,Humor,"""haha, quirky, laugh, memes""",None,"""I feel quirky, memes, laugh is really intriguing. What’s your opinion?""","""Have you tried something similar before?""",optimistic,0.6,Yes
747,Thoughts,Thoughts,"""cooking, tech, philosophy, psychology""",None,"""I feel psychology, philosophy is really intriguing. What’s your opinion?""","""Do you want some advice?""",enthusiastic,0.66,Yes
748,Humor,Humor,"""pun, memes, humor, giggle""",None,"""giggle is something I like to explore. How about you?""","""Does it remind you of anything?""",thoughtful,0.56,No
749,Goodbyes,Goodbyes,"""see you, take care, goodbye, farewell""",None,"""take care can be so engaging! Do you like it as well?""","""Would you like some tips?""",funny,0.55,No
750,ChitChat,ChitChat,"""travel, technology, weather, nature""",None,"""I feel travel is really intriguing. What’s your opinion?""","""Does it remind you of anything?""",playful,0.57,No
751,Thoughts,Thoughts,"""history, literature, psychology, books""",None,"""I feel psychology, literature is really intriguing. What’s your opinion?""","""How does that make you feel right now?""",sarcastic,0.78,Yes
752,Goodbyes,Goodbyes,"""adieu, later, take care, farewell""",None,"""farewell, adieu always fascinates me. How do you feel about it?""","""Would you like to continue discussing this?""",supportive,0.62,No
753,Thoughts,Thoughts,"""design, innovation, languages, space""",None,"""design, innovation, languages? That’s an interesting topic! Let's discuss.""","""Can you elaborate on that?""",inquisitive,0.52,Yes
754,Humor,Humor,"""lol, silly, sarcastic, joke""",None,"""joke can be so engaging! Do you like it as well?""","""What else comes to mind?""",relaxed,0.79,Yes
755,Goodbyes,Goodbyes,"""adieu, cheerio, goodbye, ciao""",None,"""cheerio, goodbye, adieu can be so engaging! Do you like it as well?""","""Do you often feel this way?""",playful,0.56,Yes
756,Goodbyes,Goodbyes,"""later, cheerio, bye, see you""",None,"""I feel bye, cheerio is really intriguing. What’s your opinion?""","""What’s the story behind it?""",friendly,0.89,No
757,Goodbyes,Goodbyes,"""ciao, take care, cheerio, goodbye""",None,"""Do you enjoy take care, ciao? I find it quite interesting.""","""Would you like some tips?""",playful,0.58,No
758,Feelings,Feelings,"""amused, confident, tired, bored""",None,"""confident, amused, tired can be so engaging! Do you like it as well?""","""Can you describe it more vividly?""",relaxed,0.52,No
759,Humor,Humor,"""sarcastic, pun, laugh, haha""",None,"""I've been thinking a lot about haha, sarcastic. What are your thoughts?""","""Would you like some tips?""",inquisitive,0.87,Yes
760,ChitChat,ChitChat,"""food, gardening, weather, mountains""",None,"""Do you enjoy mountains? I find it quite interesting.""","""Do you often feel this way?""",curious,0.63,No
761,Intro,Intro,"""what’s up, hiya, ahoy, hey""",None,"""ahoy, hiya can be so engaging! Do you like it as well?""","""Can you describe it more vividly?""",relaxed,0.61,Yes
762,Intro,Intro,"""salutations, what’s up, hola, hi""",None,"""I feel what’s up is really intriguing. What’s your opinion?""","""What else comes to mind?""",funny,0.66,Yes
763,Goodbyes,Goodbyes,"""night, goodbye, later, adieu""",None,"""I'm curious about later. Care to share your experience?""","""What else comes to mind?""",supportive,0.73,Yes
764,Thoughts,Thoughts,"""history, philosophy, fashion, tech""",None,"""What do you think about fashion? It's been on my mind.""","""Does it remind you of anything?""",supportive,1.0,Yes
765,Feelings,Feelings,"""frustrated, joyful, sad, tired""",None,"""joyful, tired, frustrated? That’s an interesting topic! Let's discuss.""","""How does that make you feel right now?""",optimistic,0.85,Yes
766,Intro,Intro,"""howdy, what’s up, bonjour, hello""",None,"""I've been thinking a lot about howdy, hello. What are your thoughts?""","""Can you describe it more vividly?""",inquisitive,0.64,No
767,Thoughts,Thoughts,"""philosophy, literature, sports, cooking""",None,"""I've been thinking a lot about sports, philosophy. What are your thoughts?""","""Is there a reason it makes you happy?""",inquisitive,0.7,No
768,Intro,Intro,"""yo, hi, howdy, greetings""",None,"""What do you think about hi? It's been on my mind.""","""Can you elaborate on that?""",chill,0.98,Yes
769,Thoughts,Thoughts,"""sports, cooking, design, innovation""",None,"""Do you enjoy cooking? I find it quite interesting.""","""Do you want some advice?""",thoughtful,0.99,No
770,Intro,Intro,"""hello, hiya, salutations, greetings""",None,"""What do you think about salutations, greetings, hiya? It's been on my mind.""","""Have you tried something similar before?""",inquisitive,0.8,Yes
771,Goodbyes,Goodbyes,"""peace, adieu, goodbye, ciao""",None,"""I feel ciao, adieu, goodbye is really intriguing. What’s your opinion?""","""Does it remind you of anything?""",funny,0.86,Yes
772,Intro,Intro,"""hola, bonjour, salutations, howdy""",None,"""bonjour, hola can be so engaging! Do you like it as well?""","""Have you tried something similar before?""",enthusiastic,0.59,No
773,Humor,Humor,"""memes, quirky, silly, giggle""",None,"""Recently, quirky, giggle, memes caught my attention. Have you noticed that too?""","""What else comes to mind?""",inquisitive,0.7,Yes
774,Thoughts,Thoughts,"""literature, philosophy, movies, psychology""",None,"""Recently, movies, literature caught my attention. Have you noticed that too?""","""Do you enjoy this a lot?""",calm,0.7,Yes
775,ChitChat,ChitChat,"""sports, pets, movies, weather""",None,"""Do you enjoy sports, pets, weather? I find it quite interesting.""","""How does that make you feel right now?""",optimistic,0.59,No
776,Intro,Intro,"""sup, hiya, yo, greetings""",None,"""Recently, greetings, sup, yo caught my attention. Have you noticed that too?""","""Do you enjoy this a lot?""",supportive,0.69,Yes
777,Goodbyes,Goodbyes,"""farewell, later, see you, catch you""",None,"""I feel catch you, farewell, see you is really intriguing. What’s your opinion?""","""Does it happen often?""",curious,0.59,Yes
778,Intro,Intro,"""hola, what’s up, hi, yo""",None,"""Do you enjoy hi? I find it quite interesting.""","""Does it remind you of anything?""",funny,0.77,No
779,Goodbyes,Goodbyes,"""bye, night, farewell, ciao""",None,"""I've been thinking a lot about bye, night, ciao. What are your thoughts?""","""Do you want some advice?""",calm,0.82,Yes
780,Humor,Humor,"""memes, laugh, funny, haha""",None,"""funny is something I like to explore. How about you?""","""Can you describe it more vividly?""",empathetic,0.85,Yes
781,ChitChat,ChitChat,"""shopping, technology, gardening, hobby""",None,"""gardening, shopping, hobby always fascinates me. How do you feel about it?""","""How does that make you feel right now?""",supportive,0.59,No
782,Goodbyes,Goodbyes,"""take care, goodbye, peace, cheerio""",None,"""peace, goodbye, take care can be so engaging! Do you like it as well?""","""How does that make you feel right now?""",calm,0.84,No
783,Thoughts,Thoughts,"""politics, psychology, gaming, languages""",None,"""I've been thinking a lot about gaming. What are your thoughts?""","""How does that make you feel right now?""",chill,0.9,No
784,Feelings,Feelings,"""sad, relaxed, nervous, surprised""",None,"""surprised, nervous, sad? That’s an interesting topic! Let's discuss.""","""Would you like to continue discussing this?""",chill,0.9,Yes
785,ChitChat,ChitChat,"""beach, gardening, pets, culture""",None,"""Do you enjoy culture? I find it quite interesting.""","""Do you enjoy this a lot?""",thoughtful,0.82,Yes
786,Intro,Intro,"""hi, what’s up, greetings, howdy""",None,"""greetings, hi, what’s up always fascinates me. How do you feel about it?""","""How long has this been on your mind?""",empathetic,0.57,Yes
787,Intro,Intro,"""hello, ahoy, hey, hi""",None,"""hello, ahoy, hey? That’s an interesting topic! Let's discuss.""","""Does it happen often?""",cheerful,0.99,No
788,Goodbyes,Goodbyes,"""ciao, goodbye, night, take care""",None,"""I feel ciao, night, goodbye is really intriguing. What’s your opinion?""","""Is there a reason it makes you happy?""",friendly,0.94,Yes
789,Goodbyes,Goodbyes,"""cheerio, take care, later, see you""",None,"""I'm curious about take care. Care to share your experience?""","""How does that make you feel right now?""",playful,0.66,No
790,ChitChat,ChitChat,"""nature, pets, fitness, weather""",None,"""I'm curious about weather, nature, pets. Care to share your experience?""","""Do you want some advice?""",motivated,0.67,No
791,ChitChat,ChitChat,"""culture, pet, food, city""",None,"""I'm curious about city. Care to share your experience?""","""Do you want some advice?""",inquisitive,0.62,No
792,Thoughts,Thoughts,"""environment, tech, art, movies""",None,"""I'm curious about environment, tech. Care to share your experience?""","""Do you often feel this way?""",playful,0.62,No
793,Thoughts,Thoughts,"""politics, tech, sports, books""",None,"""sports is something I like to explore. How about you?""","""Would you like some tips?""",motivated,0.73,Yes
794,Goodbyes,Goodbyes,"""goodbye, adieu, peace, bye""",None,"""goodbye can be so engaging! Do you like it as well?""","""Does it remind you of anything?""",cheerful,0.7,No
795,ChitChat,ChitChat,"""beach, pets, coffee, festival""",None,"""I'm curious about pets, festival. Care to share your experience?""","""Do you often feel this way?""",motivated,0.52,Yes
796,Humor,Humor,"""prank, lol, silly, sarcastic""",None,"""Do you enjoy sarcastic, silly, prank? I find it quite interesting.""","""How long has this been on your mind?""",curious,0.81,No
797,Intro,Intro,"""hiya, hi, bonjour, salutations""",None,"""salutations? That’s an interesting topic! Let's discuss.""","""Do you enjoy this a lot?""",supportive,0.73,No
798,Thoughts,Thoughts,"""cooking, gaming, science, tech""",None,"""tech always fascinates me. How do you feel about it?""","""Can you describe it more vividly?""",chill,0.75,Yes
799,Feelings,Feelings,"""stressed, bored, curious, grateful""",None,"""I've been thinking a lot about stressed. What are your thoughts?""","""How long has this been on your mind?""",calm,0.96,Yes
800,Goodbyes,Goodbyes,"""farewell, ciao, peace, bye""",None,"""farewell, peace always fascinates me. How do you feel about it?""","""Have you tried something similar before?""",chill,0.82,No
801,Feelings,Feelings,"""hopeful, relaxed, jealous, excited""",None,"""I've been thinking a lot about hopeful, excited. What are your thoughts?""","""Can you describe it more vividly?""",calm,0.7,Yes
802,Humor,Humor,"""sarcastic, giggle, humor, funny""",None,"""What do you think about humor? It's been on my mind.""","""What’s the story behind it?""",calm,0.75,Yes
803,ChitChat,ChitChat,"""sports, gardening, shopping, technology""",None,"""technology, gardening, sports? That’s an interesting topic! Let's discuss.""","""Do you want some advice?""",excited,0.84,No
804,ChitChat,ChitChat,"""hobby, movies, weather, fitness""",None,"""I'm curious about fitness, weather. Care to share your experience?""","""How long has this been on your mind?""",enthusiastic,0.56,No
805,Thoughts,Thoughts,"""psychology, cooking, environment, gaming""",None,"""Do you enjoy cooking, psychology, environment? I find it quite interesting.""","""Can you elaborate on that?""",helpful,0.75,Yes
806,Feelings,Feelings,"""hopeful, joyful, anxious, tired""",None,"""What do you think about hopeful? It's been on my mind.""","""Would you like some tips?""",witty,0.9,Yes
807,Goodbyes,Goodbyes,"""night, cheerio, ciao, later""",None,"""I'm curious about night. Care to share your experience?""","""What else comes to mind?""",chill,0.97,Yes
808,Humor,Humor,"""pun, lol, sarcastic, haha""",None,"""lol always fascinates me. How do you feel about it?""","""Would you like to continue discussing this?""",friendly,0.54,Yes
809,Feelings,Feelings,"""surprised, anxious, frustrated, hopeful""",None,"""I've been thinking a lot about frustrated. What are your thoughts?""","""What’s the story behind it?""",optimistic,0.91,Yes
810,Feelings,Feelings,"""confident, tired, anxious, frustrated""",None,"""What do you think about frustrated? It's been on my mind.""","""Do you enjoy this a lot?""",funny,0.59,No
811,ChitChat,ChitChat,"""nature, music, food, city""",None,"""city, nature always fascinates me. How do you feel about it?""","""What’s the story behind it?""",optimistic,0.51,Yes
812,ChitChat,ChitChat,"""culture, technology, pets, mountains""",None,"""culture, mountains can be so engaging! Do you like it as well?""","""How long has this been on your mind?""",witty,0.71,Yes
813,Feelings,Feelings,"""frustrated, jealous, happy, angry""",None,"""I'm curious about jealous, happy, angry. Care to share your experience?""","""How does that make you feel right now?""",playful,0.99,Yes
