ID,Category,Subcategory,Keywords,Context,Response,FollowUp,Emotion,ScoreWeight,CombineFlag
503,Small Talk,Small Talk,"""movies, nature, food, pet""",None,"""Nature is so calming. Do you enjoy hiking?""","""What else do you think about it?""",calm,0.61,Yes
504,Farewell,Farewell,"""bye, catch you, goodbye, night""",None,"""Bye! It was nice talking with you.""","""Can you explain a bit more?""",helpful,0.68,Yes
505,Opinion,Opinion,"""art, history, science, music""",None,"""Science is incredible! Any recent discovery you liked?""","""Do you usually do this?""",helpful,0.74,No
506,Opinion,Opinion,"""sports, science, history, tech""",None,"""Science is incredible! Any recent discovery you liked?""","""What else do you think about it?""",calm,0.71,Yes
507,Joke,Joke,"""haha, pun, lol, giggle""",None,"""Want a laugh? Why did the math book look sad? Because it had too many problems!""","""Do you often feel this way?""",excited,0.74,Yes
508,Mood,Mood,"""frustrated, happy, confident, stressed""",None,"""That’s exciting! Can you tell me more?""","""Do you usually do this?""",excited,0.98,Yes
509,Joke,Joke,"""pun, lol, giggle, joke""",None,"""Here’s a joke: Why don’t scientists trust atoms? Because they make up everything!""","""Do you want to tell me more?""",cheerful,0.9,Yes
510,Joke,Joke,"""laugh, lol, joke, funny""",None,"""Want a laugh? Why did the math book look sad? Because it had too many problems!""","""Do you often feel this way?""",calm,0.89,Yes
511,Opinion,Opinion,"""fashion, science, history, sports""",None,"""Sports are exciting! Do you play any?""","""How long have you felt this way?""",playful,0.59,Yes
512,Joke,Joke,"""lol, haha, joke, giggle""",None,"""Want a laugh? Why did the math book look sad? Because it had too many problems!""","""Do you often feel this way?""",friendly,0.69,Yes
513,Joke,Joke,"""pun, giggle, funny, joke""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Do you often feel this way?""",friendly,0.91,Yes
514,Greeting,Greeting,"""sup, howdy, hi, hiya""",None,"""Yo! What’s good?""","""Do you enjoy this often?""",empathetic,0.69,No
515,Opinion,Opinion,"""fashion, music, sports, tech""",None,"""Science is incredible! Any recent discovery you liked?""","""Did that make you laugh?""",calm,0.86,No
516,Mood,Mood,"""sad, tired, happy, anxious""",None,"""Oh no, I’m sorry you feel that way. Do you want to talk about it?""","""What else do you think about it?""",helpful,0.86,Yes
517,Joke,Joke,"""humor, funny, lol, pun""",None,"""Want a laugh? Why did the math book look sad? Because it had too many problems!""","""What’s been happening lately?""",friendly,0.92,Yes
518,Mood,Mood,"""frustrated, excited, joyful, anxious""",None,"""I’m glad to hear that! What’s making you happy today?""","""What’s been happening lately?""",cheerful,0.79,Yes
519,Mood,Mood,"""frustrated, bored, tired, stressed""",None,"""Feeling tired is normal. Have you had a chance to rest?""","""Do you want some advice?""",excited,0.54,No
520,Joke,Joke,"""laugh, giggle, funny, joke""",None,"""Here’s a joke: Why don’t scientists trust atoms? Because they make up everything!""","""Do you want some advice?""",playful,0.85,No
521,Joke,Joke,"""pun, laugh, haha, giggle""",None,"""Want a laugh? Why did the math book look sad? Because it had too many problems!""","""How long have you felt this way?""",excited,0.72,No
522,Joke,Joke,"""funny, haha, humor, pun""",None,"""Want a laugh? Why did the math book look sad? Because it had too many problems!""","""What’s been happening lately?""",thoughtful,0.75,No
523,Mood,Mood,"""joyful, excited, frustrated, happy""",None,"""That’s exciting! Can you tell me more?""","""What’s been happening lately?""",playful,0.73,No
524,Farewell,Farewell,"""catch you, see you, goodbye, night""",None,"""See you later! Stay safe!""","""What’s been happening lately?""",helpful,0.98,No
525,Small Talk,Small Talk,"""travel, hobby, coffee, movies""",None,"""Hobbies keep life interesting! What’s your favorite hobby?""","""Do you enjoy this often?""",excited,0.77,No
526,Farewell,Farewell,"""goodbye, night, see you, bye""",None,"""Catch you next time!""","""What’s been happening lately?""",calm,0.64,No
527,Mood,Mood,"""anxious, tired, bored, sad""",None,"""Feeling confident is awesome! What’s giving you that boost?""","""How long have you felt this way?""",cheerful,0.95,No
528,Small Talk,Small Talk,"""travel, food, weather, coffee""",None,"""Hobbies keep life interesting! What’s your favorite hobby?""","""Did that make you laugh?""",excited,0.62,No
529,Greeting,Greeting,"""greetings, hello, hey, hiya""",None,"""Hello! What’s up?""","""Do you enjoy this often?""",friendly,0.87,Yes
530,Farewell,Farewell,"""later, bye, catch you, see you""",None,"""Good night! Sleep well.""","""What else do you think about it?""",thoughtful,0.77,No
531,Small Talk,Small Talk,"""hobby, travel, games, drink""",None,"""Hobbies keep life interesting! What’s your favorite hobby?""","""How long have you felt this way?""",empathetic,0.98,Yes
532,Greeting,Greeting,"""hello, hi, sup, hiya""",None,"""Hi there! How are you?""","""How long have you felt this way?""",excited,0.95,Yes
533,Joke,Joke,"""pun, funny, haha, humor""",None,"""Want a laugh? Why did the math book look sad? Because it had too many problems!""","""Do you want some advice?""",empathetic,0.54,No
534,Opinion,Opinion,"""sports, music, movies, history""",None,"""Sports are exciting! Do you play any?""","""What’s been happening lately?""",helpful,0.91,No
535,Joke,Joke,"""joke, giggle, lol, humor""",None,"""Here’s a joke: Why don’t scientists trust atoms? Because they make up everything!""","""Can you explain a bit more?""",curious,0.8,No
536,Farewell,Farewell,"""bye, see you, night, goodbye""",None,"""Bye! It was nice talking with you.""","""How long have you felt this way?""",friendly,0.78,Yes
537,Joke,Joke,"""funny, laugh, joke, giggle""",None,"""Want a laugh? Why did the math book look sad? Because it had too many problems!""","""How long have you felt this way?""",curious,0.74,Yes
538,Farewell,Farewell,"""goodbye, catch you, later, see you""",None,"""See you later! Stay safe!""","""Do you want to tell me more?""",thoughtful,0.59,Yes
539,Farewell,Farewell,"""night, goodbye, bye, see you""",None,"""Good night! Sleep well.""","""How long have you felt this way?""",playful,0.99,Yes
540,Greeting,Greeting,"""hi, sup, yo, howdy""",None,"""Howdy! Nice to see you!""","""Do you want to tell me more?""",enthusiastic,0.89,No
541,Mood,Mood,"""confident, joyful, tired, frustrated""",None,"""Feeling tired is normal. Have you had a chance to rest?""","""How long have you felt this way?""",playful,0.98,No
542,Small Talk,Small Talk,"""coffee, travel, weather, hobby""",None,"""I love talking about food! What’s your favorite meal?""","""Can you explain a bit more?""",thoughtful,0.83,Yes
543,Opinion,Opinion,"""art, music, science, history""",None,"""Fashion trends are cool. Do you follow any?""","""Do you often feel this way?""",thoughtful,0.53,Yes
544,Joke,Joke,"""haha, joke, laugh, funny""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Did that make you laugh?""",curious,0.89,Yes
545,Farewell,Farewell,"""goodbye, see you, bye, catch you""",None,"""Good night! Sleep well.""","""Do you usually do this?""",excited,0.89,Yes
546,Joke,Joke,"""giggle, laugh, pun, funny""",None,"""Here’s a joke: Why don’t scientists trust atoms? Because they make up everything!""","""Do you enjoy this often?""",playful,0.81,No
547,Mood,Mood,"""bored, confident, sad, tired""",None,"""Feeling confident is awesome! What’s giving you that boost?""","""Do you usually do this?""",enthusiastic,0.69,No
548,Small Talk,Small Talk,"""pet, drink, coffee, weather""",None,"""Traveling is fun! Where is your dream destination?""","""Do you want some advice?""",playful,0.79,No
549,Farewell,Farewell,"""catch you, night, see you, goodbye""",None,"""Catch you next time!""","""Do you usually do this?""",empathetic,0.78,Yes
550,Opinion,Opinion,"""music, art, books, tech""",None,"""Sports are exciting! Do you play any?""","""Can you explain a bit more?""",curious,0.63,Yes
551,Small Talk,Small Talk,"""nature, travel, food, coffee""",None,"""Pets are great! Do you have any?""","""What’s been happening lately?""",calm,0.7,Yes
552,Mood,Mood,"""tired, bored, stressed, anxious""",None,"""I’m glad to hear that! What’s making you happy today?""","""Do you usually do this?""",empathetic,0.53,Yes
553,Greeting,Greeting,"""hello, greetings, hi, howdy""",None,"""Hello! What’s up?""","""Do you want to tell me more?""",helpful,0.6,No
554,Joke,Joke,"""haha, pun, laugh, giggle""",None,"""Want a laugh? Why did the math book look sad? Because it had too many problems!""","""Can you explain a bit more?""",friendly,0.8,Yes
555,Farewell,Farewell,"""goodbye, bye, later, catch you""",None,"""Bye! It was nice talking with you.""","""What else do you think about it?""",helpful,0.74,No
556,Small Talk,Small Talk,"""food, movies, travel, nature""",None,"""Hobbies keep life interesting! What’s your favorite hobby?""","""Do you enjoy this often?""",enthusiastic,0.94,Yes
557,Small Talk,Small Talk,"""games, drink, hobby, nature""",None,"""Pets are great! Do you have any?""","""How long have you felt this way?""",enthusiastic,0.98,No
558,Mood,Mood,"""happy, bored, tired, sad""",None,"""Oh no, I’m sorry you feel that way. Do you want to talk about it?""","""What else do you think about it?""",friendly,0.96,No
559,Opinion,Opinion,"""history, science, fashion, art""",None,"""Fashion trends are cool. Do you follow any?""","""Can you explain a bit more?""",helpful,0.67,Yes
560,Joke,Joke,"""joke, humor, lol, funny""",None,"""Here’s a joke: Why don’t scientists trust atoms? Because they make up everything!""","""Did that make you laugh?""",enthusiastic,0.84,No
561,Small Talk,Small Talk,"""coffee, travel, drink, food""",None,"""Pets are great! Do you have any?""","""Do you want some advice?""",empathetic,0.56,Yes
562,Farewell,Farewell,"""catch you, night, bye, see you""",None,"""Bye! It was nice talking with you.""","""Did that make you laugh?""",curious,0.78,No
563,Farewell,Farewell,"""see you, later, catch you, goodbye""",None,"""See you later! Stay safe!""","""Do you enjoy this often?""",empathetic,0.51,Yes
564,Farewell,Farewell,"""catch you, night, see you, later""",None,"""Catch you next time!""","""Did that make you laugh?""",curious,0.65,No
565,Joke,Joke,"""funny, haha, pun, laugh""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Did that make you laugh?""",enthusiastic,0.9,Yes
566,Farewell,Farewell,"""goodbye, bye, later, see you""",None,"""See you later! Stay safe!""","""What’s been happening lately?""",calm,0.55,No
567,Greeting,Greeting,"""hello, hi, greetings, sup""",None,"""Hi there! How are you?""","""How long have you felt this way?""",excited,0.55,No
568,Mood,Mood,"""sad, happy, bored, joyful""",None,"""Oh no, I’m sorry you feel that way. Do you want to talk about it?""","""Did that make you laugh?""",calm,0.76,Yes
569,Joke,Joke,"""laugh, pun, joke, humor""",None,"""Want a laugh? Why did the math book look sad? Because it had too many problems!""","""How long have you felt this way?""",curious,0.63,Yes
570,Opinion,Opinion,"""history, science, fashion, music""",None,"""Art can be inspiring. Do you create art?""","""Can you explain a bit more?""",excited,0.86,No
571,Mood,Mood,"""sad, tired, bored, stressed""",None,"""I’m glad to hear that! What’s making you happy today?""","""What’s been happening lately?""",empathetic,0.98,Yes
572,Farewell,Farewell,"""night, see you, later, bye""",None,"""Catch you next time!""","""Do you usually do this?""",cheerful,0.87,No
573,Mood,Mood,"""happy, bored, stressed, frustrated""",None,"""Oh no, I’m sorry you feel that way. Do you want to talk about it?""","""Do you often feel this way?""",helpful,0.55,Yes
574,Joke,Joke,"""humor, pun, lol, funny""",None,"""Want a laugh? Why did the math book look sad? Because it had too many problems!""","""Do you enjoy this often?""",excited,0.98,No
575,Greeting,Greeting,"""greetings, howdy, hiya, hello""",None,"""Yo! What’s good?""","""What’s been happening lately?""",enthusiastic,0.62,Yes
576,Mood,Mood,"""tired, frustrated, stressed, confident""",None,"""Being stressed happens to everyone. Want to vent?""","""How long have you felt this way?""",calm,0.74,Yes
577,Farewell,Farewell,"""night, see you, later, goodbye""",None,"""See you later! Stay safe!""","""Do you want some advice?""",empathetic,0.73,No
578,Mood,Mood,"""happy, sad, anxious, confident""",None,"""That’s exciting! Can you tell me more?""","""What’s been happening lately?""",enthusiastic,0.7,Yes
579,Joke,Joke,"""giggle, humor, haha, lol""",None,"""I love puns! Here’s one: I’m reading a book on anti-gravity. It’s impossible to put down!""","""Do you usually do this?""",curious,0.79,Yes
580,Joke,Joke,"""giggle, haha, funny, pun""",None,"""Want a laugh? Why did the math book look sad? Because it had too many problems!""","""How long have you felt this way?""",friendly,0.84,No
581,Greeting,Greeting,"""howdy, sup, hi, yo""",None,"""Hello! What’s up?""","""What else do you think about it?""",calm,0.79,No
582,Greeting,Greeting,"""yo, howdy, hello, hey""",None,"""Hi there! How are you?""","""Do you want some advice?""",enthusiastic,0.78,Yes
583,Small Talk,Small Talk,"""nature, pet, food, coffee""",None,"""I love talking about food! What’s your favorite meal?""","""Did that make you laugh?""",calm,0.96,Yes
584,Farewell,Farewell,"""catch you, goodbye, bye, see you""",None,"""Bye! It was nice talking with you.""","""What else do you think about it?""",cheerful,0.57,No
585,Greeting,Greeting,"""hello, yo, hi, greetings""",None,"""Hey! How’s it going?""","""What’s been happening lately?""",calm,0.72,Yes
586,Opinion,Opinion,"""movies, books, sports, history""",None,"""Technology is fascinating! What’s your favorite gadget?""","""Do you want to tell me more?""",playful,0.67,No
587,Opinion,Opinion,"""movies, science, sports, music""",None,"""History is rich. Any era you love?""","""Did that make you laugh?""",excited,0.9,Yes
